,appid,average_2weeks,average_forever,developer,median_2weeks,median_forever,name,negative,owners,owners_variance,players_2weeks,players_2weeks_variance,players_forever,players_forever_variance,positive,price,publisher,score_rank,userscore
552450.0,552450,19,140,Croteam VR,30,51,Serious Sam VR: The First Encounter,52,23506,4717,1485,1185,20042,4355,257,2399,"Devolver Digital, Croteam",53,82
552990.0,552990,281,282,Wargaming Group Limited,82,82,World of Warships,722,477533,21251,201900,13822,203632,13881,1470,0,Wargaming Group Limited,24,67
553210.0,553210,63,600,HeroCraft,77,158,"Warhammer 40,000: Space Wolf",115,31176,5432,2227,1451,23011,4667,337,1799,HeroCraft,34,75
553470.0,553470,22,143,Patrick Scott,22,143,Destination Ares,4,742,1027,738,1444,742,1027,10,1999,Patrick Scott,29,63
553730.0,553730,0,2,Aperico Software,0,2,Crypt Cards,7,1732,1280,0,0,742,1027,4,0,Aperico Software,3,36
555050.0,555050,0,231,10Ants Hill,0,231,Racket Fury: Table Tennis VR,3,1114,1258,0,0,747,1463,65,999,10Ants Hill,92,94
555890.0,555890,0,180,Digitized Organism,0,153,Burgers 2,1,7670,2694,0,0,5196,2217,8,199,Digitized Organism,67,85
556010.0,556010,61,403,Axyos Games,61,170,Neon Arena,16,9897,3060,738,1444,7423,2650,33,49,Axyos Games,24,66
556050.0,556050,0,0,Bit Dragon,0,0,Hyper Jam,0,747,1463,0,0,0,0,0,0,Bit Dragon,,0
556230.0,556230,0,82,Ivanovich Games,0,96,Off-Road Paradise: Trial 4x4,25,6928,2560,0,0,4454,2053,51,1999,Ivanovich Games,24,62
556310.0,556310,0,0,Chocolate Ship Games,0,0,TMM: Entourage,0,1237,1082,0,0,0,0,0,499,Chocolate Ship Games,,0
556340.0,556340,118,548,"Fire Hose Games, Chris Chung",118,169,King Kaiju,13,6433,2467,745,1030,4701,2109,77,199,Fire Hose Games,58,87
556780.0,556780,0,40,Francesco Pellaco,0,40,Neptune: Arena FPS,8,742,1027,0,0,747,1463,28,299,Francesco Pellaco,40,71
556820.0,556820,27,828,Red Unit Studios,27,187,Warbands: Bushido,124,16578,3961,740,1023,15340,3810,403,799,Red Unit Studios,38,76
556860.0,556860,51,239,Raptor Claw Games,51,387,Gladiator School,18,2722,1605,738,1444,1732,1280,70,1199,Raptor Claw Games,44,73
558110.0,558110,0,106,The Young Socratics,0,109,Odyssey - The Next Generation Science Game,13,3464,1810,0,0,2969,1676,62,1499,The Young Socratics,51,83
559460.0,559460,6,299,Allods Team,7,45,Cloud Pirates,307,320170,17403,1237,1082,246189,15262,763,0,my.com,29,73
559910.0,559910,226,482,General Interactive Co.,226,570,Terroir,42,3959,1935,742,838,3217,1744,98,1274,General Interactive Co.,28,70
560340.0,560340,0,68,"KitTheNinja, Ate134, FFTG - Nate, Kanestapler",0,68,Tower Ascent,1,747,1463,0,0,747,1463,0,299,KitTheNinja,,0
562330.0,562330,320,257,Starwind Games,321,270,Dwarflings,4,28207,5167,1480,1448,26475,5006,27,399,Starwind Games,64,93
562450.0,562450,0,10,D.W.S.,0,10,Salvage Op,8,4701,2109,0,0,745,1030,4,99,D.W.S.,,0
562590.0,562590,83,171,Pixel Federation,38,35,Galactic Junk League,484,461698,20896,4949,2164,353325,18282,1013,0,Pixel Federation,24,67
563120.0,563120,235,213,Rotatipyra,260,211,Desolate Wastes: Vendor Chronicles,41,212292,14173,13608,3589,177652,12965,55,49,New Reality Games,13,65
564080.0,564080,0,1,Pixelvex LLC,0,1,Metagalactic Blitz,0,747,1463,0,0,747,1463,0,999,Pixelvex LLC,,0
564210.0,564210,233,243,Reward Hunters,248,248,Fishermurs,0,24000,4766,21031,4461,22021,4565,0,99,Reward Hunters,,0
564330.0,564330,23,15,BitBreak I/S,23,20,In Your Face TD,0,3217,1744,738,1444,1114,1258,31,0,BitBreak I/S,100,100
564490.0,564490,0,71,Indie Dynamics,0,124,Boyar,36,2722,1605,0,0,1485,1185,14,99,Indie Dynamics,1,20
565390.0,565390,52,115,Concrete Games,52,154,Hyperun,4,1732,1280,742,1027,1732,1280,52,999,Concrete Games,81,83
566060.0,566060,0,147,Virtual Rage Studios LLC,0,165,The Crypts of Anak Shaba - VR,11,7175,2606,0,0,4206,1995,4,99,Virtual Rage Studios LLC,1,23
566270.0,566270,0,221,Hangzhou NezhaGames,0,189,Child Of Ault,5,7423,2650,0,0,4949,2164,35,999,Hangzhou NezhaGames,64,86
566350.0,566350,0,0,UV Games Ltd,0,0,Quizality,2,1485,1453,0,0,0,0,3,499,UV Games Ltd,16,50
566420.0,566420,0,7,Viistopro,0,7,Marinatide,3,747,1463,0,0,747,1463,2,349,Viistopro,,0
566530.0,566530,20,131,Polymerse,20,105,Mass Exodus,18,9155,2943,742,1453,7670,2694,100,699,Polymerse,56,83
567060.0,567060,1,167,Kazakov Oleg,1,153,Putrefaction 2: Void Walker,16,9402,2983,738,1444,6433,2467,78,499,Kazakov Oleg,51,77
567200.0,567200,166,170,HJO Creations,190,190,Incorp Inc,4,3464,1810,2606,1928,2979,2061,17,199,HJO Creations,46,80
568720.0,568720,241,240,KishMish Games,256,211,The Agony,49,116043,10479,10144,3098,99960,9726,68,99,KishMish Games,14,55
569370.0,569370,0,2,Will Mearns,0,1,Bitdude,1,37114,5927,0,0,14846,3748,4,0,Wicked Manatee Games,46,80
569430.0,569430,0,18,RP Studios,0,20,A Demon's Game - Episode 1,10,6928,2560,0,0,1114,1258,23,399,RP Studios,26,66
569570.0,569570,0,129,Amazu Media,0,169,Light Apprentice - The Comic Book RPG,0,1732,1280,0,0,990,967,0,999,Amazu Media,,0
569640.0,569640,0,143,"Beijing Elysium Interactive Technology Co.,Ltd.",0,192,ZombieFight VR,12,2474,1530,0,0,2227,1451,30,1999,"Beijing Elysium Interactive Technology Co.,Ltd.",29,72
570230.0,570230,0,85,Cybreath,0,85,Deathlike: Awakening,4,990,967,0,0,742,838,10,999,Cybreath,29,71
570380.0,570380,6,9,"VI GAMES LLC, Ivan Buderkrvych",6,3,Death Penalty: Beginning,123,101445,9798,742,1453,8413,2822,27,99,VI GAMES LLC,0,23
570470.0,570470,0,608,"Virtual Escapes, Inc.",0,608,Escape the Bunker,6,745,1030,0,0,745,1030,8,499,"Virtual Escapes, Inc.",13,54
571340.0,571340,9,47,Copybugpaste,9,62,Seeking Evil: The Wendigo,12,1979,1368,738,1444,1237,1082,24,999,Copybugpaste,23,64
571350.0,571350,1,33,"L. Stotch, Vladimir Soldatov",1,9,DED,62,47753,6723,747,1463,38104,6005,252,0,"L. Stotch, Vladimir Soldatov",46,80
571860.0,571860,0,23,Portal Studios,0,23,Galactic Core: The Lost Fleet (VR),0,747,1463,0,0,747,1463,0,499,Portal Studios,,0
573040.0,573040,0,188,MyDearest,0,208,School of Talent: SUZU-ROUTE,4,4206,1995,0,0,2474,1530,71,449,MyDearest,89,92
573260.0,573260,95,133,Deceptive Games Ltd.,95,157,THOSE DAMN ALIENS! VR,1,3217,1744,742,1453,2474,1530,3,799,Deceptive Games Ltd.,36,75
574230.0,574230,0,146,5d Games GmbH,0,146,Mitosis,8,990,967,0,0,742,838,4,499,5d Games GmbH,2,36
575210.0,575210,0,32,Lusionsoft,0,41,Happy Drummer VR,5,1489,1457,0,0,1484,2055,34,999,Lusionsoft,64,86
575600.0,575600,155,458,Tungsten Games,155,59,2017 VR,23,4701,2109,742,1027,3217,1744,71,1999,Tungsten Games,36,74
575950.0,575950,241,128,Racing Bros,270,143,Blood Feed,34,8165,2780,1856,1624,3464,1810,71,49,ANPA.US,24,67
576050.0,576050,0,166,SharF Co.,0,183,Other Worlds India,20,3217,1744,0,0,2474,1530,20,199,SharF Co.,9,46
576320.0,576320,0,77,Frismos,0,90,Economic Conquest,15,2969,1676,0,0,2474,1530,22,499,Frismos,15,50
576400.0,576400,0,386,Neoclassic Games,0,500,Elisa: the Innkeeper,16,3959,1935,0,0,1979,1368,45,399,Neoclassic Games,33,75
576750.0,576750,75,215,nobodyshot,75,210,Ropes And Dragons VR,7,74723,8409,740,1023,70517,8169,30,99,nobodyshot,48,89
577180.0,577180,0,545,Primary cells studio,0,535,Sin Castle,16,3723,2304,0,0,3351,2186,70,499,Primary cells studio,48,80
578210.0,578210,34,39,Xreal Games,34,39,A-Tech Cybernetic,5,745,1030,742,1453,745,1030,28,1499,Xreal Games,56,79
580150.0,580150,363,140,Alexey Glinskiy,409,93,Xbird,108,27712,5121,1732,1280,19794,4328,383,62,Alexey Glinskiy,42,79
580300.0,580300,0,91,Garden Shed Studios,0,91,Super Stone Legacy,0,1485,1453,0,0,747,1463,17,999,Garden Shed Studios,100,100
581200.0,581200,148,264,Tero Lunkka,212,271,Nash Racing,35,101197,9786,1979,1368,89321,9194,40,79,Tero Lunkka,11,50
581980.0,581980,0,290,Colossal Wreck,0,271,Candy Machine,19,27464,5098,0,0,26475,5006,8,899,Colossal Wreck,1,27
582210.0,582210,0,3,hOSHI,0,4,VRemin (A Virtual Theremin),2,1732,1280,0,0,1485,1185,13,99,hOSHI,61,86
584200.0,584200,27,1009,"VRider, Inc.",27,12,MultiVR.se,8,11382,3282,742,1453,3711,1874,19,0,"VRider, Inc.",28,70
585740.0,585740,0,22,Nighthood Games,0,22,MORTEM,7,747,1463,0,0,747,1463,3,499,Nighthood Games,2,30
586020.0,586020,0,62,DigitalBadger Design,0,66,Flairtender,0,990,967,0,0,990,967,18,1499,DigitalBadger Design,100,100
586130.0,586130,274,219,"Tero Lunkka, Mikko Seppälä",279,211,Survival Driver,0,140043,11512,2722,1605,131136,11140,0,49,Tero Lunkka,,0
586150.0,586150,90,131,Killer Bees Games,111,152,Armored Freedom,0,990,967,990,967,990,967,0,249,Killer Bees Games,,0
587460.0,587460,112,36,Behaviour Interactive Inc.,112,16,Knightfall: Rivals,39,34887,5746,747,1463,17072,4020,58,0,Behaviour Interactive Inc.,15,59
587580.0,587580,30,122,John Carline,34,181,Nature Treks VR,7,3959,1935,1485,1453,3464,1810,75,999,John Carline,77,90
588560.0,588560,62,54,Luden.io,104,33,VRobot: VR Giant Robot Destruction Simulator,2,5938,2370,1850,1619,4206,1995,20,1499,Nival,74,83
589320.0,589320,29,95,Toxic Dog,29,50,Catch a Lover,111,14351,3685,742,1453,11876,3353,131,699,Toxic Dog,11,54
589370.0,589370,0,82,,0,122,Fur Fun,66,1862,1629,0,0,2242,2534,41,1499,,4,34
589430.0,589430,119,380,Wioleta Moniuszko,119,392,Killer Elite  Time to Die,1,35629,5807,747,1463,33897,5664,1,419,WRGenesis,9,50
589590.0,589590,116,302,"Con Man Games, SmashGames",28,167,Kindergarten,87,122476,10766,6186,2419,112332,10310,1583,499,SmashGames,89,94
589730.0,589730,0,75,Skobbejak Games,0,128,Tyd wag vir Niemand (Time waits for Nobody),4,3959,1935,0,0,1480,1448,15,999,Skobbejak Games,42,100
589850.0,589850,0,162,Level One Games,0,184,Leashed Soul,0,4701,2109,0,0,2969,1676,0,449,LumiNet,,0
592390.0,592390,72,192,Elbaite,72,258,Radline: Quarantine,31,1979,1368,740,1023,1732,1280,47,1499,Elbaite,16,59
592730.0,592730,0,135,Devdan Games,0,103,Aerial Destruction,8,7423,2650,0,0,3711,1874,25,159,Devdan Games,36,61
593490.0,593490,18,75,Batholith Entertainment,18,76,Empire Architect,19,4206,1995,740,1023,3959,1935,72,1499,Batholith Entertainment,44,78
594370.0,594370,17,85,Mana Wings,17,108,Crazy Fishing,8,1237,1082,738,1444,1237,1082,34,799,Mana Wings,46,82
594490.0,594490,24,41,Leiting Interactive,30,20,Deadly Hunter VR,17,39836,6140,1732,1280,22021,4565,118,0,Leiting Interactive,64,87
594730.0,594730,226,233,Alexey Glinskiy,297,264,Far Space VR,69,10887,3210,1979,1368,8660,2863,122,61,Alexey Glinskiy,19,63
595090.0,595090,0,66,D.W.S,0,79,Prevent The Fall,18,3464,1810,0,0,2227,1451,42,299,D.W.S.,28,66
596950.0,596950,0,104,Visualnoveler,0,130,Rat Simulator,11,1237,1082,0,0,1475,2043,25,399,Visualnoveler,26,60
597150.0,597150,1,455,Endless Loop Studios,1,195,Hyper Knights,31,13361,3556,747,1463,10887,3210,369,399,Endless Loop Studios,81,92
597770.0,597770,0,83,Game Cooks,0,83,VINDICTA,9,1117,1262,0,0,745,1030,50,989,Game Cooks,56,74
598680.0,598680,0,66,The Ninth Art,0,28,Master of Magic Chess,25,7175,2606,0,0,4206,1995,22,0,The Ninth Art,7,46
599460.0,599460,181,785,Digdog Studio,232,454,Weapon Shop Fantasy,145,53444,7112,2474,1530,50475,6912,695,699,INDIECN,51,83
600630.0,600630,186,117,Luxorix Games,186,128,Spaceship Looter,15,4949,2164,742,1453,3217,1744,51,999,Luxorix Games,40,70
601590.0,601590,0,23,BattleGames,0,23,BattleTrucks,0,747,1463,0,0,747,1463,0,699,BattleGames,,0
601780.0,601780,7,147,DevPossible,7,158,VoiceWarrior,3,1732,1280,738,1444,1237,1082,10,374,DevPossible,38,76
601980.0,601980,199,192,Alexey Glinskiy,264,145,Deep Fear,98,17072,4020,2722,1605,12866,3489,165,99,Alexey Glinskiy,18,62
602160.0,602160,0,12,TreeView Studios,0,12,Alchemist Defender VR,0,747,1463,0,0,747,1463,0,1699,TreeView Studios,,0
603060.0,603060,225,223,Dosane Games,245,232,Tarim: Guardians,0,11876,3353,9650,3022,9897,3060,0,599,Akim Games,,0
603350.0,603350,53,53,Kether Studio,53,61,Don't cut your hand,14,5196,2217,742,1453,3959,1935,77,84,Kether Studio,56,82
604500.0,604500,132,135,Extreme Developers,23,26,Tank Force,210,135837,11338,13608,3589,88826,9169,318,0,Extreme Developers,16,60
610380.0,610380,51,176,Kerim Kumbasar,38,190,Ratty Catty,24,5196,2217,1850,1619,4949,2164,71,1499,Kerim Kumbasar,34,72
610500.0,610500,363,583,Double Dice Games,524,951,Willy-Nilly Knight,17,1856,1624,1114,1258,1856,1624,94,1499,Double Dice Games,56,83
610680.0,610680,0,110,StormCube Games,0,159,Starway Fleet,7,1489,1457,0,0,1489,1457,36,999,StormCube Games,53,82
610840.0,610840,0,217,Stas Shostak,0,241,JASEM: Just Another Shooter with Electronic Music,2,1979,1368,0,0,990,967,26,599,Stas Shostak,81,91
610960.0,610960,63,543,Red Obsidian Studio,43,314, - Red Obsidian Remnant,50,19052,4246,2474,1530,18557,4191,535,899,"Beijing New Era Network Technology Co., Ltd.",77,90
611140.0,611140,0,196,Idea Cabin,0,202,Dark Passenger,8,5196,2217,0,0,3711,1874,11,119,Idea Cabin,13,72
612370.0,612370,114,62,Tree Men Games,146,76,PAKO 2,3,1979,1368,1494,2069,1979,1368,100,999,Tree Men Games,97,96
613020.0,613020,0,4,FoxLeap,0,4,Gem Hunter,0,4454,2053,0,0,738,1444,0,599,FoxLeap,,0
613730.0,613730,62,69,Room710Games,96,43,Need For Drink,153,36867,5907,2474,1530,31918,5496,526,199,Room710Games,40,76
614030.0,614030,17,144,KFriske Studios,17,156,Rhythm Rush!,15,6433,2467,742,1027,5443,2270,63,99,KFriske Studios,46,78
614970.0,614970,41,24,GexagonVR,41,37,Qbike: Cyberpunk Motorcycles,7,1979,1368,745,1030,1485,1185,22,749,GexagonVR,36,72
615050.0,615050,11,50,"Lancelot de Briey, Vince McMullin",6,8,Burst The Game,548,436213,20312,4949,2164,256581,15581,384,0,Brieyla Studios,5,41
616560.0,616560,49,340,Brilliant Game Studios,24,122,Ultimate Epic Battle Simulator,805,254354,15513,25485,4911,246189,15262,2114,1599,Brilliant Game Studios,31,72
619310.0,619310,97,194,Glyph Worlds,98,15,Ways of History,70,54681,7194,1237,1082,32908,5581,72,0,Glyph Worlds,9,50
622480.0,622480,0,101,maxlvlgames,0,101,Gus Track Adventures VR,0,742,838,0,0,738,1444,0,599,maxlvlgames,,0
623380.0,623380,130,326,Lukayson,130,326,Cybermotion,2,745,1030,742,1453,745,1030,16,799,Lukayson,67,85
624870.0,624870,0,625,Illion Corp,0,912,Preta: Vendetta Rising,21,1237,1082,0,0,990,967,37,1199,YJM GAMES,19,65
625690.0,625690,0,19,Shine World,0,19,  FINAL WORLD,0,747,1463,0,0,747,1463,0,1699,Shine World,,0
629220.0,629220,0,52,Red Limb Studio,0,65,Rise of Insanity,12,3959,1935,0,0,2722,1605,70,699,Red Limb Studio,58,83
629410.0,629410,265,236,Fizzure Entertainment,265,274,VectorWave,0,2722,1605,740,1023,1732,1280,0,999,Fizzure Entertainment,,0
632640.0,632640,88,94,GaluluGame,158,113,ShineG In The Bullethell,6,1237,1082,1475,2043,1480,1448,28,799,GaluluGame,51,77
635070.0,635070,0,40,ZuoBuLaiGame,0,56,THE WALL ,25,2969,1676,0,0,2970,2055,213,99,ZuoBuLaiGame ,70,89
635260.0,635260,195,702,CarX Technologies,103,421,CarX Drift Racing Online,92,33650,5643,15588,3841,33155,5602,1050,999,CarX Technologies,77,91
635410.0,635410,0,241,疯王子,0,313,The Adventurer and His Backpack,9,3711,1874,0,0,3711,1874,44,299,疯王子中二集团总部,53,79
636220.0,636220,0,0,TinMoon Studios,0,0,CubeWorks,0,1732,1280,0,0,0,0,0,1499,TinMoon Studios,,0
636950.0,636950,0,53,Studio Trapcard,0,53,MarksmanVR,0,745,1030,0,0,747,1463,0,999,Studio Trapcard,,0
639270.0,639270,142,132,Ivanovich Games,142,35,Operation Warcade VR,0,4701,2109,742,1027,4454,2516,93,1999,Ivanovich Games,100,100
640300.0,640300,0,3,Virtew,0,3,Run Of Mydan,1,4701,2109,0,0,747,1463,19,1999,Virtew,92,92
641780.0,641780,93,127,The Drone Racing League,51,29,The Drone Racing League Simulator,69,46021,6600,5938,2370,35382,5787,125,1999,The Drone Racing League,20,47
643810.0,643810,1,53,Team Fugl,1,55,Fugl  Meditative bird flying game,10,1485,1185,742,1453,1480,1448,93,899,Kotori Studios Ltd,74,88
644310.0,644310,105,146,Alexey Glinskiy,124,139,BALLOON Saga,44,11134,3246,2227,1451,7423,2650,168,62,Alexey Glinskiy,44,82
646100.0,646100,0,16,"Acuze Interactives, Winterbyte",0,24,Woodlands,32,22268,4591,0,0,1485,1185,12,999,Acuze Interactives,1,34
646200.0,646200,38,133,"BadFly Interactive, a.s.",53,90,Dead Effect 2 VR,52,17320,4049,2220,1773,14103,3653,394,2499,"BadFly Interactive, a.s.",67,88
647810.0,647810,0,23,Verto Studio LLC,0,23,Verto Studio VR,0,742,838,0,0,742,838,0,2999,Verto Studio LLC,,0
648070.0,648070,0,0,Pixel Wonder,0,0,CrisisActionVR,8,742,1027,0,0,0,0,14,1399,Pixel Wonder,19,50
649460.0,649460,0,1,Xefier Games Inc.,0,1,Space Panic: Room Escape (VR),0,747,1463,0,0,747,1463,0,524,"Project Whitecard Studios Inc., EvolVR Games Ltd.",,0
655630.0,655630,0,0,Birdshark! Games,0,0,Paddle Battle,0,1732,1280,0,0,0,0,0,399,Birdshark! Games,,0
658160.0,658160,2970,7240,Slikey Games,5213,2058,ClickRaid,19,5196,2217,1237,1082,4701,2109,140,499,Slikey Games,67,86
658490.0,658490,1,202,Roadfactory,1,202,Drive Isle,9,742,838,742,1453,745,1030,27,499,Roadfactory,36,66
661180.0,661180,0,0,M&H Soft,0,0,Simplefield,0,747,1463,0,0,0,0,0,249,Ragnar,,0
662910.0,662910,0,8,Joint Ventures,0,8,Cash Crop,6,747,1463,0,0,747,1463,22,1599,Joint Ventures,42,75
664090.0,664090,66,97,Vanimals,92,123,Eternity Warriors VR,10,5938,2370,1979,1368,3959,1935,124,1199,Vanimals,81,90
665930.0,665930,0,5,ZaxtorGameS,0,5,Rock 'N Roll,0,1485,1185,0,0,738,1444,0,359,ZaxtorGameS,,0
667000.0,667000,0,0,Viny Game Studios,0,0,Casus Belli: Battle Of Annihilation,0,747,1463,0,0,0,0,0,124,Viny Game Studios,,0
671260.0,671260,11,238,GIANTY Inc.,15,214,GOKEN,16,2969,1676,1110,1254,2474,1530,40,1999,GIANTY Inc.,29,66
671760.0,671760,26,80,Alexey Glinskiy,26,76,Far Space Halloween edition,67,7918,2737,747,1463,2722,1605,159,99,Alexey Glinskiy,28,71
673310.0,673310,0,0,Blackturn Ltd,0,0,Adam Waste,0,747,1463,0,0,0,0,0,1799,Blackturn Ltd,,0
673590.0,673590,6,2,"F.U.U.M. Co., Ltd.",6,3,Amazing Thailand VR Experience,0,3351,2186,747,1463,1117,1262,0,0,"F.U.U.M. Co., Ltd.",,0
675990.0,675990,0,88,Mutant Entertainment Studios,0,88,Questr,0,747,1463,0,0,747,1463,0,1499,Mutant Entertainment Studios,,0
680170.0,680170,4,4,VR Triber,8,5,VR Triber,0,3711,1874,1494,2069,1485,1453,0,0,VR Triber,,0
681620.0,681620,0,0,Hannes Delbeke,0,0,Cube Link,0,1485,1185,0,0,0,0,0,399,Hannes Delbeke,,0
682590.0,682590,0,0,Retro Army Limited,0,0,Dungeon Marathon,0,1485,1185,0,0,0,0,0,499,Retro Army Limited,,0
691720.0,691720,0,2,AppsByBrats,0,2,RetroGunX VR,0,742,838,0,0,747,1463,0,119,AppsByBrats,,0
692090.0,692090,0,0,Indie970,0,0,Robin of Loxley the Legend of Sherwood,0,747,1463,0,0,0,0,0,999,Ghxstudio,,0
697530.0,697530,0,0,wHDinc.,0,0,PARSE,0,1237,1082,0,0,0,0,0,49,wHDinc.,,0
698740.0,698740,6,9,hishapes,6,6,Loot'N Shoot,2,5691,2321,2227,1451,2474,1530,12,0,hishapes,58,85
700570.0,700570,56,22,B2Expand,104,10,Beyond the Void,14,14598,3717,1485,1185,8413,2822,37,0,B2Expand,31,72
701830.0,701830,0,27,Partical Studios,0,33,A War Story,32,1862,1629,0,0,1489,1457,30,199,Maruf ARTUKOĞLU,8,48
705060.0,705060,0,0,VGstudio,0,0,Infernales,0,742,838,0,0,0,0,0,599,VGstudio,,0
705120.0,705120,97,127,NEXT Studio,59,84,Death Coming,47,85857,9014,51217,6962,77939,8589,1114,699,NEXT Studio,92,95
708340.0,708340,141,1742,Aerilon Studios,141,1742,Shark Simulator,3,990,967,745,1030,745,1030,11,799,Aerilon Studios,42,70
709630.0,709630,3,2,"Z Games, Nova Dimension",3,2,Petrichor,7,3959,1935,747,1463,742,1027,20,199,Nova Dimension,34,80
721420.0,721420,0,2,Artur Rezende,0,2,FIGHTING BOX,0,1237,1082,0,0,747,1463,0,99,Artur Rezende,,0
724870.0,724870,24,24,Jehan Kobe Chang,13,13,Glorious Noon,2,5443,2270,2474,1530,2474,1530,9,0,No Publisher,48,81
726570.0,726570,0,0,MarksApp,0,0,Heavy Destinies,0,1489,1457,0,0,0,0,0,399,MarksApp,,0
727500.0,727500,0,13,Alexey Glinskiy,0,7,WAR DRONES,8,5196,2217,0,0,2234,1785,40,99,Alexey Glinskiy,53,82
731640.0,731640,0,0,NYF,0,0,Knife Battles,1,3959,1935,0,0,0,0,12,359,NYF,81,100
